22 11951 60278
0 64 -0.137239 0.0813596
1 64 -0.0913992 0.127098
0 65 -0.13203 0.0875966
1 65 -0.0851483 0.131256
0 66 0.112796 0.108387
1 66 0.18218 0.138532
0 67 0.187806 0.114624
1 67 0.268025 0.14373
0 68 0.143008 0.115663
1 68 0.222186 0.147264
0 69 0.158635 0.116703
1 69 0.238855 0.146848
0 70 0.16697 0.118782
1 70 0.250315 0.148927
0 70 0.169053 0.118782
0 71 0.154468 0.120861
1 71 0.237813 0.152046
0 72 -0.032016 0.180112
1 72 0.0534124 0.227929
0 73 -0.0549358 0.181152
1 73 0.0398689 0.233127
0 74 0.127381 0.194665
1 74 0.203433 0.224811
0 75 0.347203 0.198823
1 75 0.425339 0.211297
0 76 -0.0428508 -0.315521
1 76 0.0109066 -0.274357
0 77 -0.105359 -0.27311
1 77 -0.044601 -0.225958
0 78 0.0946681 -0.193276
1 78 0.161227 -0.1577
0 79 0.132173 -0.187039
1 79 0.190931 -0.154607
0 80 0.125922 -0.184544
1 80 0.189681 -0.150865
0 81 0.133423 -0.142133
1 81 0.212184 -0.104711
0 82 0.145925 -0.140885
1 82 0.219435 -0.106208
0 83 0.142175 -0.129659
1 83 0.220936 -0.0934841
0 84 0.134674 -0.127164
1 84 0.211768 -0.0911973
0 85 0.235938 -0.039846
1 85 0.284694 -0.0198876
0 86 0.0296592 -0.0136506
1 86 0.0984186 0.0262662
0 87 0.168428 -0.0099084
1 87 0.233437 0.0187818
0 88 0.173429 -0.0061662
1 88 0.242188 0.0212766
0 89 0.162177 -0.00367141
1 89 0.228437 0.0250188
0 90 0.18218 -0.00117662
1 90 0.249689 0.0262662
0 91 0.187181 0.00880258
1 91 0.258441 0.0374928
0 92 0.157177 0.0137922
1 92 0.228437 0.0434803
0 18 -0.0065958 0.0175344
0 93 -0.00409543 0.0200292
1 93 0.0821664 0.0674303
0 93 -0.00159512 0.0212766
0 94 -0.00534562 0.0250188
1 94 0.0784159 0.0724199
0 22 0.319699 0.028761
0 95 0.313448 0.0300084
1 95 0.390959 0.0524615
0 26 0.322199 0.0312558
0 29 0.319699 0.0337506
0 30 0.3272 0.0337506
0 96 0.0609135 0.0362454
1 96 0.145925 0.0774095
0 35 0.294696 0.0362454
0 30 0.32845 0.0362454
0 97 0.25594 0.0374928
1 97 0.337201 0.0624407
0 98 0.263441 0.0374928
1 98 0.343452 0.0624407
0 99 0.273443 0.0374928
1 99 0.354704 0.0624407
0 36 0.3247 0.0374928
0 100 0.0809162 0.0399876
1 100 0.165928 0.0799043
0 101 0.258441 0.0399876
1 101 0.337201 0.0649355
0 102 0.0684145 0.0424824
1 102 0.153426 0.0823991
0 103 0.25594 0.0449772
1 103 0.335951 0.0699252
0 104 0.187181 0.0462246
1 104 0.270109 0.0782411
0 105 0.028409 0.0487193
1 105 0.112921 0.0928773
0 106 0.172179 0.0487193
1 106 0.25594 0.0811517
0 107 0.0321595 0.0499668
1 107 0.117171 0.0936258
0 108 0.164678 0.0512142
1 108 0.248439 0.0836465
0 109 0.168428 0.0512142
1 109 0.25094 0.0836465
0 110 0.0621637 0.0524615
1 110 0.145925 0.0936258
0 50 0.0446613 0.0562038
0 111 0.153426 0.0586985
1 111 0.235938 0.0923783
0 112 0.245939 0.059946
1 112 0.32595 0.0861413
0 113 0.11092 0.0624407
1 113 0.195932 0.0986153
0 114 -0.132863 0.0649355
1 114 -0.087857 0.111089
0 115 0.174679 0.0649355
1 115 0.25719 0.0961205
0 116 -0.137864 0.066183
1 116 -0.0890071 0.111738
0 117 -0.120361 0.066183
1 117 -0.0746052 0.11084
0 57 0.158427 0.066183
0 118 0.197182 0.0674303
1 118 0.279694 0.0961205
0 119 0.18343 0.0749147
1 119 0.265942 0.1061
0 120 0.193432 0.0774095
1 120 0.275943 0.1061
0 121 0.157177 0.0786569
1 121 0.240938 0.111505
0 122 -0.132863 0.0861413
1 122 -0.0836064 0.131796
0 123 0.159677 0.0998628
1 123 0.240938 0.132295
0 124 0.188431 0.113584
1 124 0.269692 0.142274
0 125 0.142175 0.114832
1 125 0.222436 0.146765
0 126 0.185931 0.114832
1 126 0.267192 0.143522
0 127 0.0946681 0.143522
1 127 0.155927 0.172212
0 128 -0.0178473 0.146016
1 128 0.0732068 0.193626
0 129 -0.176619 0.153501
1 129 -0.102859 0.214623
0 130 0.185931 0.174707
1 130 0.262816 0.199863
0 131 0.140924 0.190923
1 131 0.215935 0.219613
0 132 0.127173 0.194665
1 132 0.204433 0.223106
0 133 0.347203 0.198407
1 133 0.424714 0.210881
0 134 -0.0671041 -0.302299
1 134 -0.0100963 -0.255896
0 135 0.118921 -0.184045
1 135 0.186431 -0.148719
0 136 0.121922 -0.179555
1 136 0.18193 -0.145126
0 137 0.0664143 -0.149617
1 137 0.131775 -0.113009
0 138 0.160927 -0.142133
1 138 0.237198 -0.107405
0 139 0.142925 -0.130158
1 139 0.220936 -0.0942326
0 140 0.114421 -0.0478293
1 140 0.318449 0.0240209
0 141 0.243439 -0.0418418
1 141 0.292945 -0.0223824
0 142 0.235938 -0.0388481
1 142 0.285444 -0.0193886
0 143 0.175929 -0.0223824
1 143 0.240438 0.0039627
0 144 0.262941 -0.014898
1 144 0.317129 0.00468122
0 145 0.168428 -0.00891049
1 145 0.234437 0.0195302
0 146 0.17893 -0.00741361
1 146 0.244039 0.020129
0 147 0.160927 -0.00292297
1 147 0.226936 0.0255177
0 148 0.18043 -0.00142609
1 148 0.249439 0.0270146
0 149 0.184931 0.00306456
1 149 0.256641 0.0305473
0 150 -0.0130967 0.0180333
1 150 0.0709149 0.0659335
0 151 0.00790618 0.0210271
1 151 0.0921678 0.0674303
0 152 -0.00109508 0.0240209
1 152 0.0829165 0.0704241
0 153 -0.00709585 0.0255177
1 153 0.0784159 0.071921
0 154 0.0229083 0.0255177
1 154 0.10992 0.0704241
0 155 -0.00109508 0.0270146
1 155 0.0829165 0.0734179
0 156 0.0409107 0.0300084
1 156 0.126422 0.0734179
0 157 0.313948 0.0300084
1 157 0.391959 0.0524615
0 158 -0.0115965 0.0330021
1 158 0.0724151 0.0809023
0 159 0.0439111 0.034499
1 159 0.129423 0.0779085
0 160 0.0544126 0.034499
1 160 0.138424 0.0764116
0 161 -0.0190975 0.0359959
1 161 0.0634138 0.083896
0 162 0.0604134 0.0359959
1 162 0.145925 0.0779085
0 163 0.25694 0.0374928
1 163 0.336451 0.0629397
0 164 0.298946 0.0389896
1 164 0.375957 0.0611933
0 165 0.286945 0.0404865
1 165 0.364955 0.0629397
0 166 0.0154072 0.0419834
1 166 0.0994188 0.0868898
0 167 0.226936 0.0434803
1 167 0.303447 0.0686777
0 41 0.193932 0.0449772
0 168 0.187931 0.0464741
1 168 0.270942 0.0774095
0 169 0.295946 0.0479709
1 169 0.373957 0.0689272
0 170 -0.0671041 0.0494678
1 170 0.00215543 0.0973679
0 171 0.0334097 0.0494678
1 171 0.117421 0.0928773
0 106 0.172929 0.0494678
0 172 0.288445 0.0494678
1 172 0.367956 0.071921
0 173 0.166928 0.0509647
1 173 0.25244 0.083896
0 174 0.271943 0.0509647
1 174 0.352954 0.0749147
0 175 0.0529124 0.0524615
1 175 0.134224 0.0937754
0 176 0.25544 0.0524615
1 176 0.334951 0.0779085
0 177 0.258441 0.0539584
1 177 0.337952 0.0779085
0 178 0.117421 0.0569522
1 178 0.201433 0.0943742
0 179 -0.0551025 0.0584491
1 179 0.0124068 0.104852
0 180 0.244939 0.059946
1 180 0.32595 0.0853929
0 181 0.153426 0.0614428
1 181 0.236838 0.0955717
0 182 -0.133113 0.0644366
1 182 -0.088107 0.11084
0 183 0.174429 0.0644366
1 183 0.25694 0.095871
0 184 0.159427 0.0659335
1 184 0.240438 0.0988648
0 185 0.196932 0.0659335
1 185 0.279444 0.095871
0 186 0.162427 0.0674303
1 186 0.244939 0.0988648
0 187 0.18343 0.0764116
1 187 0.265942 0.106349
0 188 0.193932 0.0764116
1 188 0.276443 0.106349
0 189 -0.137614 0.0809023
1 189 -0.0926076 0.127305
0 190 0.156427 0.0809023
1 190 0.240438 0.113834
0 122 -0.133113 0.0853929
0 191 0.168428 0.0868898
1 191 0.25244 0.118324
0 192 -0.137614 0.0943742
1 192 -0.0872069 0.142274
0 193 0.159427 0.100362
1 193 0.241938 0.131796
0 194 0.049912 0.101859
1 194 0.124672 0.141027
0 124 0.187931 0.113834
0 195 0.157927 0.11533
1 195 0.238938 0.146765
0 196 0.201433 0.11533
1 196 0.280044 0.142274
0 197 0.0649141 0.167721
1 197 0.132423 0.200653
0 130 0.193932 0.176703
0 198 0.351453 0.187181
1 198 0.429714 0.199655
0 199 -0.152616 0.188678
1 199 -0.0728049 0.246457
0 200 0.139924 0.191671
1 200 0.214935 0.220112
0 201 0.288445 0.193168
1 201 0.368256 0.212328
0 202 0.201433 0.205143
1 202 0.276443 0.228495
0 203 -0.0512019 -0.301401
1 203 0.006046 -0.256135
0 204 -0.0926076 -0.294216
1 204 -0.0280988 -0.246914
0 205 -0.0962081 -0.278049
1 205 -0.0306791 -0.230269
0 206 0.134224 -0.14333
1 206 0.213435 -0.105609
0 207 0.141425 -0.14333
1 207 0.220636 -0.105609
0 138 0.159427 -0.14333
0 208 0.146825 -0.134349
1 208 0.224236 -0.0984238
0 209 0.141425 -0.12896
1 209 0.220636 -0.0930351
0 210 0.139624 -0.112794
1 210 0.211634 -0.078665
0 211 0.25664 -0.0301661
1 211 0.304167 -0.0125628
0 44 0.0658142 -0.0247774
0 212 0.263841 -0.0247774
1 212 0.319649 -0.00501856
0 213 0.17743 -0.0229811
1 213 0.232877 0.00252571
0 144 0.258441 -0.0157961
0 214 0.0316095 -0.0139998
1 214 0.100019 0.0255177
0 215 0.168428 -0.00861109
1 215 0.232877 0.0197698
0 216 0.17743 -0.00681484
1 216 0.243679 0.0197698
0 217 0.161227 -0.00322231
1 217 0.227836 0.0255177
0 218 0.18103 0.000370196
1 218 0.245839 0.0283918
0 219 0.064014 0.00575895
1 219 0.138424 0.0449772
0 220 0.184631 0.0075552
1 220 0.25448 0.0370138
0 221 -0.00619571 0.0183327
1 221 0.0784159 0.0650354
0 222 0.00820624 0.0219252
1 222 0.0946182 0.0668316
0 222 0.013607 0.0219252
0 223 -0.00799599 0.0255177
1 223 0.0766157 0.0722204
0 224 0.114421 0.0255177
1 224 0.18343 0.0574512
0 225 0.03521 0.027314
1 225 0.121622 0.0704241
0 226 -0.0115965 0.0327028
1 226 0.0730152 0.0794054
0 227 0.0154073 0.034499
1 227 0.100019 0.0794054
0 228 0.0442112 0.034499
1 228 0.128823 0.0776092
0 229 0.0550127 0.034499
1 229 0.139624 0.0758129
0 230 0.0604134 0.0362953
1 230 0.145025 0.0776092
0 231 0.294446 0.0362953
1 231 0.373657 0.0578503
0 232 0.0442112 0.0380915
1 232 0.128823 0.0812017
0 233 0.103619 0.0380915
1 233 0.18343 0.0749147
0 165 0.285444 0.0398878
0 234 0.00100527 0.041684
1 234 0.0856169 0.0883867
0 235 0.0154073 0.041684
1 235 0.100019 0.0865904
0 236 0.218835 0.041684
1 236 0.299846 0.0686279
0 237 -0.0656039 0.0434803
1 237 0.00280554 0.0901829
0 238 0.0856169 0.0434803
1 238 0.164828 0.0794054
0 239 0.272843 0.0434803
1 239 0.353854 0.0668316
0 240 0.193632 0.0452766
1 240 0.276443 0.0758129
0 241 0.249439 0.0452766
1 241 0.330451 0.0722204
0 242 0.25664 0.0452766
1 242 0.337652 0.0704241
0 243 0.0622137 0.0470728
1 243 0.146825 0.0883867
0 244 0.188231 0.0470728
1 244 0.271042 0.0776092
0 169 0.296246 0.0470728
0 245 -0.101609 0.0488691
1 245 -0.0491711 0.0923672
0 246 0.0226083 0.0488691
1 246 0.10542 0.093057
0 247 0.028009 0.0488691
1 247 0.118381 0.093057
0 248 0.173829 0.0488691
1 248 0.25664 0.0812017
0 172 0.289045 0.0488691
0 249 0.0622137 0.0524616
1 249 0.146825 0.0937754
0 250 0.25304 0.0542578
1 250 0.337652 0.0794054
0 177 0.258441 0.0542578
0 251 0.0460115 0.0560541
1 251 0.130623 0.0991642
0 252 0.064014 0.0560541
1 252 0.150426 0.0973679
0 253 0.175629 0.0560541
1 253 0.258441 0.0883867
0 254 0.159427 0.0596466
1 254 0.242238 0.0919792
0 255 0.244039 0.0596466
1 255 0.32505 0.0847942
0 181 0.154026 0.0614429
0 256 0.161227 0.0668316
1 256 0.244039 0.0991642
0 257 0.195432 0.0776092
1 257 0.276443 0.106349
0 258 0.157627 0.0812017
1 258 0.240438 0.113534
0 259 -0.134013 0.0847942
1 259 -0.0846865 0.131856
0 260 0.17923 0.0883867
1 260 0.260241 0.118923
0 261 0.337652 0.0937754
1 261 0.40246 0.106349
0 262 0.186431 0.0973679
1 262 0.267442 0.126108
0 263 0.335851 0.108146
1 263 0.402461 0.120719
0 264 0.154026 0.120719
1 264 0.238638 0.151256
0 265 -0.0458011 0.158441
1 265 0.042411 0.208736
0 197 0.0658142 0.167422
0 266 0.155827 0.171014
1 266 0.240438 0.201551
0 267 0.11082 0.174607
1 267 0.18283 0.205143
0 268 0.186431 0.174607
1 268 0.261441 0.199156
0 269 0.355654 0.176403
1 269 0.433965 0.188678
0 270 0.231437 0.181792
1 270 0.317129 0.207299
0 200 0.139624 0.190773
0 271 0.280044 0.190773
1 271 0.362855 0.210532
0 201 0.287245 0.192569
0 272 0.200833 0.206939
1 272 0.273923 0.228854
0 273 -0.106289 -0.307867
1 273 -0.0458011 -0.260446
0 274 -0.0868468 -0.303556
1 274 -0.0315431 -0.257859
0 275 -0.0458011 -0.303556
1 275 0.0151193 -0.257859
0 276 -0.0933277 -0.294934
1 276 -0.0285188 -0.247513
0 277 0.150786 -0.165604
1 277 0.219916 -0.131116
0 278 0.144305 -0.133271
1 278 0.222076 -0.0987831
0 279 0.133504 -0.131116
1 279 0.213435 -0.0944721
0 280 0.137824 -0.120338
1 280 0.213435 -0.08585
0 281 0.133504 -0.118183
1 281 0.206954 -0.0836945
0 282 0.131343 -0.0987831
1 282 0.208034 -0.064295
0 283 0.241518 -0.0341179
1 283 0.297686 -0.0121317
0 284 0.247999 -0.0319624
1 284 0.302871 -0.0121317
0 285 0.176709 -0.0211849
1 285 0.240654 0.00597457
0 286 0.256641 -0.0168738
1 286 0.315833 0.00338797
0 287 0.187511 0.00252571
1 287 0.256209 0.0292541
0 288 0.256641 0.00252571
1 288 0.317129 0.0240808
0 289 0.0622137 0.00468122
1 289 0.142145 0.0456358
0 290 0.0103666 0.0219253
1 290 0.0946182 0.0671909
0 291 0.0233284 0.0262363
1 291 0.10758 0.0715019
0 292 0.0168475 0.0305473
1 292 0.103259 0.0758129
0 293 0.0406108 0.0305473
1 293 0.124862 0.0736574
0 294 0.0427711 0.0348583
1 294 0.127023 0.0779684
0 295 0.271763 0.0370138
1 295 0.351694 0.0607244
0 296 0.0146872 0.0413248
1 296 0.0989388 0.0865905
0 297 0.0427711 0.0413248
1 297 0.127023 0.0822794
0 298 0.0794961 0.0413248
1 298 0.159427 0.0801239
0 299 0.0838167 0.0434803
1 299 0.163748 0.0801239
0 300 0.224236 0.0434803
1 300 0.302007 0.0693464
0 301 0.334411 0.0434803
1 301 0.407499 0.061328
0 302 0.256641 0.0456358
1 302 0.336572 0.0715019
0 245 -0.101969 0.0477914
0 303 0.0362902 0.0477914
1 303 0.124862 0.0909014
0 304 0.0622137 0.0521023
1 304 0.146465 0.093057
0 305 0.157267 0.0521023
1 305 0.240654 0.0861594
0 306 0.256641 0.0542579
1 306 0.336572 0.0779684
0 307 0.116221 0.0564134
1 307 0.202633 0.0937754
0 308 0.241518 0.0585689
1 308 0.32361 0.0844349
0 309 0.174549 0.0650354
1 309 0.256641 0.0952125
0 310 0.193992 0.0650354
1 310 0.278243 0.0955717
0 311 0.159427 0.0671909
1 311 0.240438 0.0991642
0 312 0.18103 0.0779684
1 312 0.263121 0.108146
0 262 0.185351 0.097368
0 313 0.32793 0.101679
1 313 0.39922 0.118923
0 314 0.193992 0.110301
1 314 0.276083 0.138323
0 315 0.189671 0.112457
1 315 0.271763 0.140478
0 316 -0.134373 0.114612
1 316 -0.0730209 0.163758
0 317 0.200473 0.116768
1 317 0.280404 0.142634
0 318 0.155107 0.121079
1 318 0.237198 0.151256
0 319 0.142145 0.129701
1 319 0.228557 0.164189
0 320 -0.0198775 0.144789
1 320 0.0686946 0.19221
0 321 -0.175419 0.153411
1 321 -0.101969 0.213765
0 322 -0.145175 0.155567
1 322 -0.0695644 0.213765
0 266 0.155107 0.170655
0 268 0.185351 0.174966
0 323 -0.0587629 0.179277
1 323 0.0298092 0.231009
0 324 0.353854 0.179277
1 324 0.433065 0.192569
0 270 0.230717 0.181433
0 325 -0.153816 0.187899
1 325 -0.0803659 0.246098
0 326 0.232877 0.194366
1 326 0.319289 0.218076
0 327 0.196152 0.205143
1 327 0.274355 0.228423
0 327 0.200473 0.205143
0 328 -0.0937597 -0.275966
1 328 -0.0315431 -0.229407
0 329 0.139552 -0.141462
1 329 0.217323 -0.10525
0 330 0.144737 -0.133702
1 330 0.222508 -0.0974897
0 279 0.134368 -0.131116
0 331 0.121406 -0.0871433
1 331 0.193992 -0.0509308
0 332 0.0306735 -0.0147183
1 332 0.103259 0.0240808
0 333 0.248431 -0.00178525
1 333 0.315833 0.0214942
0 334 0.131775 0.00338797
1 334 0.0377853 -0.0111558
0 335 0.18103 0.00856117
1 335 0.251024 0.0370138
0 336 0.0099346 0.0214942
1 336 0.0954824 0.0680531
0 337 0.0228964 0.0266674
1 337 0.108444 0.0706397
0 338 0.0410429 0.0344272
1 338 0.126591 0.0783996
0 339 0.056597 0.0370138
1 339 0.139552 0.0783996
0 340 0.271763 0.0370138
1 340 0.349533 0.0602933
0 341 0.00215753 0.0396005
1 341 0.0877053 0.0861594
0 342 0.0410429 0.0421871
1 342 0.126591 0.0861594
0 343 0.0695588 0.0421871
1 343 0.155107 0.0809862
0 344 0.0773359 0.0421871
1 344 0.162884 0.0809862
0 345 0.188807 0.0473603
1 345 0.271244 0.0768476
0 346 0.0280811 0.0499469
1 346 0.118814 0.0939192
0 347 0.0617818 0.0499469
1 347 0.14733 0.0913326
0 348 0.173253 0.0499469
1 348 0.25569 0.0799516
0 349 0.271763 0.0525335
1 349 0.349533 0.075813
0 350 -0.135237 0.0577067
1 350 -0.0927227 0.101679
0 351 0.116221 0.0577067
1 351 0.200473 0.0952125
0 352 -0.0470972 0.0602933
1 352 0.020304 0.104266
0 353 -0.143014 0.0654666
1 353 -0.0989444 0.112025
0 354 0.0799282 0.0706397
1 354 0.162884 0.109439
0 355 0.18103 0.0783996
1 355 0.265023 0.107887
0 356 0.193992 0.0783996
1 356 0.276947 0.106852
0 357 0.186215 0.0861594
1 357 0.26917 0.117199
0 358 0.168068 0.088746
1 358 0.251024 0.119785
0 359 0.160291 0.0990925
1 359 0.243247 0.130132
0 360 0.333979 0.106852
1 360 0.401381 0.119785
0 361 0.1914 0.112025
1 361 0.271763 0.140478
0 362 0.199177 0.117199
1 362 0.27954 0.143065
0 363 -0.345218 0.132718
1 363 -0.286838 0.210317
0 364 0.232877 0.171517
1 364 0.318425 0.197384
0 365 0.183623 0.174104
1 365 0.258801 0.198677
0 366 0.14733 0.176691
1 366 0.230285 0.20773
0 367 0.27954 0.189624
1 367 0.359903 0.210317
0 367 0.284724 0.19221
0 368 0.199177 0.20773
1 368 0.274355 0.22894
0 369 0.146811 -0.165259
1 369 0.21836 -0.131116
0 370 0.149922 -0.152843
1 370 0.228315 -0.117458
0 371 0.131257 -0.1187
1 371 0.205917 -0.0845567
0 372 0.125035 -0.10318
1 372 0.202806 -0.0659331
0 373 0.252579 -0.0193742
1 373 0.314796 0.00235333
0 374 -0.00561955 0.0209769
1 374 0.0783728 0.0675358
0 375 0.0348212 0.0271848
1 375 0.121406 0.0706397
0 376 0.109481 0.0271848
1 376 0.184141 0.061328
0 377 0.149922 0.0271848
1 377 0.224582 0.0576033
0 378 -0.0118412 0.0333926
1 378 0.071529 0.0799516
0 379 0.0161563 0.0364966
1 379 0.100149 0.0799516
0 380 0.0534862 0.0364966
1 380 0.137479 0.0768476
0 381 0.00371293 0.0396005
1 381 0.0877053 0.0861594
0 382 0.237025 0.0396005
1 382 0.317907 0.0675358
0 383 0.252579 0.0396005
1 383 0.333461 0.0644319
0 384 0.0783728 0.0427044
1 384 0.159254 0.0799516
0 385 0.0814837 0.0489123
1 385 0.165476 0.0892633
0 386 0.224582 0.0489123
1 386 0.302352 0.0768476
0 387 0.156144 0.0520162
1 387 0.239514 0.0836763
0 388 0.25569 0.0520162
1 388 0.333461 0.0768476
0 389 -0.126942 0.0551201
1 389 -0.0815237 0.0985751
0 390 0.240136 0.0551201
1 390 0.321018 0.0799516
0 391 -0.294927 0.0582241
1 391 -0.260707 0.113474
0 392 -0.136274 0.0582241
1 392 -0.0964557 0.1023
0 393 0.115703 0.0582241
1 393 0.190985 0.0911257
0 394 0.190363 0.061328
1 394 0.274355 0.0923672
0 395 0.128146 0.0644319
1 395 0.212139 0.0985751
0 396 0.118814 0.0768476
1 396 0.204361 0.112025
0 397 0.156144 0.0799516
1 397 0.240654 0.112025
0 398 0.184141 0.0861594
1 398 0.268133 0.117199
0 399 0.156144 0.0892633
1 399 0.237025 0.120303
0 400 -0.142496 0.0954712
1 400 -0.0889897 0.143272
0 401 0.333461 0.104783
1 401 0.401899 0.120303
0 402 0.193473 0.110991
1 402 0.274355 0.138926
0 363 -0.3447 0.132718
0 403 -0.0242845 0.145134
1 403 0.0659295 0.194797
0 404 -0.170493 0.169966
1 404 -0.0927227 0.22894
0 405 0.230803 0.182381
1 405 0.317907 0.207213
0 406 0.233914 0.194797
1 406 0.318425 0.218076
0 407 0.0603301 -0.00571688
1 407 0.127524 0.0315303
0 408 0.250713 -0.00199215
1 408 0.314174 0.0203561
0 409 0.198451 0.00173257
1 409 0.269378 0.0278056
0 410 0.0379321 0.035255
1 410 0.125035 0.0799516
0 411 0.086461 0.035255
1 411 0.164854 0.0725021
0 383 0.254446 0.0389797
0 412 0.0379321 0.0427044
1 412 0.125035 0.0861594
0 413 0.153655 0.0427044
1 413 0.235781 0.0762269
0 414 0.00806813 0.0464291
1 414 0.093927 0.0911257
0 387 0.157388 0.0501539
0 415 0.254446 0.0501539
1 415 0.336572 0.0762269
0 416 0.0304661 0.0538786
1 416 0.116325 0.0985751
0 390 0.239514 0.0538786
0 417 0.183519 0.0836763
1 417 0.265645 0.113474
0 418 0.325373 0.087401
1 418 0.3963 0.1023
0 419 0.194718 0.106025
1 419 0.276844 0.135822
0 420 0.198451 0.117199
1 420 0.280577 0.145134
0 421 0.112592 0.128373
1 421 0.194718 0.161895
0 422 0.205917 0.161895
1 422 0.28431 0.187968
0 423 0.101393 0.16562
1 423 0.168587 0.195418
0 404 -0.171116 0.169345
0 424 0.0192671 0.210317
1 424 0.103259 0.250668
0 425 0.276844 0.217766
1 425 0.355237 0.23639
0 426 0.139883 -0.144212
2 426 0.247189 -0.0901578
2 2 0.239896 -0.0880788
0 427 0.100294 -0.108869
2 427 0.199266 -0.0568938
2 6 0.273234 -0.0132348
2 14 0.270109 0.0335427
2 17 0.107587 0.0782411
0 428 -0.00805436 0.0200292
2 428 0.119046 0.0813596
2 19 0.122172 0.0803201
2 20 0.141966 0.0803201
2 21 0.15551 0.0823991
2 27 0.116963 0.0927941
2 28 0.403461 0.0543326
0 429 0.0523706 0.0356216
2 429 0.175304 0.0875966
2 33 0.183639 0.0875966
2 36 0.417004 0.0564116
2 37 0.363872 0.0636881
0 430 0.244064 0.0387401
2 430 0.347203 0.0668066
0 431 0.275318 0.0387401
2 431 0.37429 0.0636881
2 42 0.30553 0.0792806
2 43 0.356579 0.0720041
0 432 0.0294508 0.0491351
2 432 0.156552 0.104229
