9 7994 26945
1 195 0.294648 -0.0112617
0 196 0.460906 -0.0821745
1 196 0.32521 -0.0100391
0 190 0.464574 -0.0821745
0 197 0.445014 -0.0809518
1 197 0.309318 -0.00881644
0 198 0.456016 -0.0809518
1 198 0.321543 -0.00881644
0 64 0.436456 -0.0797292
0 199 0.484133 -0.0797292
1 199 0.346726 -0.0075938
0 200 0.464574 -0.0785066
1 200 0.327655 -0.00637118
0 201 0.420564 -0.0760613
1 201 0.287109 -0.00494478
0 202 -0.342267 -0.0723934
1 202 -0.443733 -0.00881644
0 203 0.430344 -0.0662802
1 203 0.297093 0.00585516
0 68 0.475576 -0.0662802
0 70 0.470686 -0.0650576
0 204 0.493913 -0.0467181
1 204 0.361885 0.0241947
0 205 0.438901 -0.0442728
1 205 0.306873 0.0278626
0 205 0.438901 -0.0406049
0 206 0.441346 -0.0393823
1 206 0.31054 0.0315305
0 76 0.360662 0.0144136
0 207 0.430344 0.02664
1 207 0.298315 0.0949037
0 77 0.385112 0.0290852
0 78 0.388779 0.0315305
0 208 0.37411 0.0339758
1 208 0.245504 0.099509
0 209 0.449904 0.036421
1 209 0.317875 0.104889
0 210 0.498803 0.0376437
1 210 0.365797 0.106845
0 211 0.437679 0.0388663
1 211 0.309318 0.107334
0 212 0.449904 0.0413116
1 212 0.31869 0.110187
0 213 0.456016 0.0425342
1 213 0.323988 0.111002
0 84 0.371665 0.0437568
0 214 0.438901 0.0437568
1 214 0.308095 0.111002
0 215 0.507361 0.0437568
1 215 0.375332 0.112224
0 216 0.367997 0.0462021
1 216 0.242081 0.113447
0 217 0.448681 0.0462021
1 217 0.316653 0.11467
0 218 0.503693 0.0462021
1 218 0.370442 0.115892
0 219 0.518363 0.0462021
1 219 0.387801 0.115648
0 89 0.52692 0.0474247
0 220 0.491468 0.0486474
1 220 0.35944 0.118337
0 221 0.498803 0.0510926
1 221 0.365552 0.11956
0 222 0.508583 0.0510926
1 222 0.377777 0.118337
0 223 0.511028 0.0523153
1 223 0.379 0.122005
0 93 0.519585 0.0523153
0 224 0.530588 0.0535379
1 224 0.401004 0.122005
0 225 0.498803 0.0547605
1 225 0.366775 0.124451
0 99 0.515918 0.0584284
0 226 0.519585 0.0608737
1 226 0.390735 0.130319
0 103 0.397337 0.0645416
0 104 0.498803 0.0669869
0 227 0.508583 0.0682095
1 227 0.377777 0.136677
0 105 0.394892 0.0694322
0 106 0.405894 0.0706548
0 228 0.435234 0.0718774
1 228 0.304428 0.139734
0 229 0.468241 0.0718774
1 229 0.337435 0.140345
0 230 0.399782 0.0731
1 230 0.271421 0.139122
0 231 0.404672 0.0731
1 231 0.276311 0.140345
0 232 0.382667 0.0743227
1 232 0.256751 0.141568
0 233 0.465796 0.0743227
1 233 0.33499 0.14279
0 112 0.410784 0.0755453
0 114 0.392447 0.0779906
0 234 0.431566 0.0804359
1 234 0.303205 0.148903
0 235 0.381445 0.0816585
1 235 0.255529 0.148903
0 236 0.413229 0.0816585
1 236 0.285113 0.149392
0 237 -0.306815 0.0828811
1 237 -0.410726 0.141568
0 238 0.429121 0.0828811
1 238 0.298316 0.150126
0 239 0.486578 0.0853264
1 239 0.358217 0.152571
0 121 0.386334 0.0877717
0 240 0.391224 0.0889943
1 240 0.265308 0.156239
0 125 0.489023 0.0889943
0 241 -0.202904 0.0902169
1 241 -0.311705 0.148903
0 242 0.394892 0.0902169
1 242 0.268976 0.157462
0 130 0.401004 0.0914396
0 129 0.394892 0.0926622
0 243 0.397337 0.0938848
1 243 0.272643 0.16113
0 132 0.401004 0.0938848
0 244 0.404672 0.0938848
1 244 0.276922 0.16113
0 245 0.415674 0.0938848
1 245 0.287313 0.16113
0 246 0.412007 0.0951075
1 246 0.284868 0.162352
0 136 0.430344 0.0951075
0 137 -0.317817 0.0963301
0 247 -0.306815 0.0975528
1 247 -0.411949 0.155017
0 248 0.478021 0.0975528
1 248 0.34966 0.164798
0 249 0.415674 0.0987754
1 249 0.288047 0.165531
0 250 0.418119 0.099998
1 250 0.288536 0.16602
0 251 0.354061 -0.277551
1 251 0.213964 -0.195879
0 252 0.370198 -0.254077
1 252 0.228634 -0.173872
0 253 -0.289945 -0.25261
1 253 -0.395274 -0.179252
0 254 -0.33102 -0.251143
1 254 -0.43811 -0.176317
0 255 0.361396 -0.249675
1 255 0.222032 -0.170449
0 256 -0.304614 -0.239405
1 256 -0.412878 -0.166927
0 257 -0.273808 -0.239405
1 257 -0.379431 -0.165167
0 258 -0.311949 -0.233537
1 258 -0.420506 -0.160423
0 259 -0.313416 -0.230602
1 259 -0.420506 -0.157244
0 260 -0.276742 -0.220332
1 260 -0.385299 -0.146974
0 261 -0.311949 -0.207128
1 261 -0.420506 -0.135237
0 262 -0.309015 -0.201259
1 262 -0.416839 -0.129857
0 263 0.468486 -0.170449
1 263 0.327655 -0.0941563
0 264 -0.36036 -0.166047
1 264 -0.461582 -0.0970906
0 265 0.437679 -0.16458
1 265 0.301836 -0.091222
0 266 -0.298747 -0.161646
1 266 -0.404614 -0.0931782
0 21 -0.29728 -0.15431
0 159 0.461151 -0.15431
0 267 -0.358893 -0.148441
1 267 -0.460115 -0.0809518
0 268 -0.355959 -0.148441
1 268 -0.457181 -0.082419
0 269 0.44208 -0.148441
1 269 0.304428 -0.0736161
0 270 0.443547 -0.145507
1 270 0.30565 -0.0692146
0 271 0.449415 -0.142573
1 271 0.311763 -0.0675029
0 272 -0.358893 -0.139638
1 272 -0.460848 -0.0723934
0 164 0.472886 -0.138171
0 273 -0.363294 -0.136704
1 273 -0.463293 -0.0699482
0 274 -0.358893 -0.13377
1 274 -0.461582 -0.0662802
0 275 0.431811 -0.13377
1 275 0.296849 -0.0604116
0 276 0.51983 -0.130835
1 276 0.380467 -0.0560101
0 277 0.445014 -0.127901
1 277 0.308584 -0.0530758
0 278 0.477287 -0.126434
1 278 0.338804 -0.0524889
0 173 -0.351558 -0.124967
0 279 0.436212 -0.124967
1 279 0.301249 -0.0501415
0 280 0.481688 -0.1235
1 280 0.342325 -0.0472071
0 280 0.481688 -0.120565
0 281 -0.370629 -0.119098
1 281 -0.471851 -0.0530758
0 282 0.343792 -0.114697
1 282 0.212742 -0.0430502
0 283 0.428877 -0.114697
1 283 0.295382 -0.0413385
0 284 0.449415 -0.114697
1 284 0.312985 -0.0406049
0 285 -0.358893 -0.107361
1 285 -0.461582 -0.0428057
0 178 -0.355959 -0.104426
0 286 0.433278 -0.104426
1 286 0.299783 -0.0310684
0 287 0.445014 -0.104426
1 287 0.310051 -0.0310684
0 288 0.502226 -0.104426
1 288 0.365797 -0.0310684
0 289 0.449415 -0.102959
1 289 0.314452 -0.0296012
0 290 0.487556 -0.102959
1 290 0.349367 -0.0296012
0 291 -0.344223 -0.101492
1 291 -0.446912 -0.036937
0 292 0.480221 -0.100025
1 292 0.343792 -0.0251997
0 293 0.491957 -0.100025
1 293 0.354061 -0.0266669
0 294 -0.116841 -0.0985578
1 294 -0.231265 -0.0310684
0 295 0.496358 -0.0956235
1 295 0.359929 -0.0222654
0 296 0.453816 -0.0926892
1 296 0.317386 -0.0178639
0 297 0.424476 -0.091222
1 297 0.290981 -0.0178639
0 298 0.447948 -0.091222
1 298 0.311518 -0.0178639
0 299 0.464085 -0.091222
1 299 0.326188 -0.0178639
0 296 0.453816 -0.0897548
0 184 0.47142 -0.0897548
0 300 0.483155 -0.0868205
1 300 0.345259 -0.0163968
0 301 0.499292 -0.0868205
1 301 0.362863 -0.0134625
0 302 -0.341289 -0.0853533
1 302 -0.442511 -0.0222654
0 303 0.45675 -0.0853533
1 303 0.32032 -0.0134625
0 304 0.49049 -0.0853533
1 304 0.353327 -0.0124844
0 192 0.44208 -0.0838862
0 191 0.503693 -0.0838862
0 194 -0.338355 -0.082419
0 305 0.423009 -0.082419
1 305 0.288047 -0.0119953
0 306 0.428877 -0.082419
1 306 0.293915 -0.0105281
0 307 0.447948 -0.082419
1 307 0.311518 -0.0105281
0 308 0.461151 -0.082419
1 308 0.324721 -0.0102347
0 309 -0.344223 -0.0809518
1 309 -0.445445 -0.0178639
0 310 0.437679 -0.0809518
1 310 0.302716 -0.0075938
0 198 0.458217 -0.0809518
0 199 0.484622 -0.0809518
0 311 0.464085 -0.0794847
1 311 0.327655 -0.00612663
0 312 -0.342756 -0.0721489
1 312 -0.443978 -0.00906096
0 69 -0.314883 -0.0662802
0 313 0.430344 -0.0662802
1 313 0.296849 0.00561064
0 314 -0.320751 -0.0633459
1 314 -0.424989 -0.000869334
0 315 -0.291412 -0.0589445
1 315 -0.398501 0.00524384
0 316 0.437679 -0.0384042
1 316 0.30565 0.0320196
0 317 0.428877 -0.036937
1 317 0.298316 0.0334867
0 318 0.436212 -0.0340027
1 318 0.30565 0.036421
0 319 0.436212 -0.0296012
1 319 0.30565 0.0408225
0 320 0.431811 0.0261509
1 320 0.298316 0.0951075
0 208 0.373132 0.0320196
0 321 0.449415 0.036421
1 321 0.318853 0.10391
0 322 0.494891 0.036421
1 322 0.361396 0.105378
0 323 0.459684 0.0378882
1 323 0.327655 0.106845
0 210 0.499292 0.0378882
0 324 0.450882 0.0408225
1 324 0.318853 0.108312
0 82 0.367264 0.0422897
0 325 0.371665 0.0422897
1 325 0.241103 0.108312
0 326 0.434745 0.0422897
1 326 0.30565 0.111246
0 326 0.437679 0.0422897
0 327 0.45675 0.0422897
1 327 0.323254 0.111246
0 328 0.449415 0.0466912
1 328 0.31768 0.114767
0 329 0.503693 0.0466912
1 329 0.370198 0.115648
0 219 0.518363 0.0466912
0 330 0.44208 0.0481583
1 330 0.310051 0.115648
0 331 0.459684 0.0481583
1 331 0.327655 0.117115
0 331 0.458217 0.0510926
0 332 0.508094 0.0525598
1 332 0.376066 0.121516
0 223 0.511028 0.0525598
0 333 0.51983 0.0525598
1 333 0.389268 0.120049
0 334 0.499292 0.0554941
1 334 0.367264 0.124451
0 335 0.512495 0.0569613
1 335 0.381934 0.125918
0 336 0.525698 0.0613628
1 336 0.396897 0.130613
0 337 0.39807 0.0642971
1 337 0.270443 0.131786
0 338 0.499292 0.0672314
1 338 0.370198 0.134721
0 339 0.508094 0.0672314
1 339 0.377533 0.136188
0 340 0.395136 0.0686986
1 340 0.266531 0.136677
0 341 0.389268 0.0716329
1 341 0.261641 0.137655
0 342 0.434745 0.0716329
1 342 0.304183 0.139122
0 343 0.384867 0.0731
1 343 0.25724 0.139122
0 344 0.405405 0.0731
1 344 0.277778 0.140589
0 233 0.465552 0.0745672
0 345 0.497825 0.0789687
1 345 0.367264 0.149392
0 346 -0.311949 0.081903
1 346 -0.414638 0.140589
0 347 0.381934 0.081903
1 347 0.255773 0.149392
0 348 0.431811 0.081903
1 348 0.302716 0.149392
0 349 0.487556 0.0848373
1 349 0.358462 0.152327
0 350 0.41274 0.0863045
1 350 0.283646 0.153794
0 351 0.493424 0.0863045
1 351 0.36433 0.155261
0 352 0.386334 0.0877717
1 352 0.260174 0.153794
0 353 0.42741 0.0877717
1 353 0.298316 0.155261
0 354 -0.203393 0.0892388
1 354 -0.310482 0.149392
0 355 0.390735 0.0892388
1 355 0.264575 0.156728
0 356 0.395136 0.0921731
1 356 0.268976 0.159663
0 357 0.405405 0.0936403
1 357 0.277533 0.159907
0 358 0.417141 0.0936403
1 358 0.288047 0.16113
0 359 0.41274 0.0951075
1 359 0.285113 0.162597
0 360 -0.317817 0.0965746
1 360 -0.421973 0.153794
0 361 0.478754 0.0965746
1 361 0.351127 0.164064
0 362 -0.306081 0.0980418
1 362 -0.411704 0.155261
0 249 0.415674 0.0980418
0 363 0.418608 0.099509
1 363 0.290981 0.166998
0 364 0.423009 0.099509
1 364 0.295382 0.166998
0 365 0.354648 -0.283127
1 365 0.214697 -0.201259
0 366 0.372252 -0.256718
1 366 0.230834 -0.176317
0 367 0.36697 -0.249675
1 367 0.22614 -0.170449
0 368 -0.300213 -0.244394
1 368 -0.408653 -0.170097
0 256 -0.305495 -0.239112
0 369 -0.280849 -0.239112
1 369 -0.387528 -0.165871
0 370 -0.273808 -0.239112
1 370 -0.381191 -0.165871
0 371 -0.310776 -0.23383
1 371 -0.419919 -0.159885
0 372 -0.358306 -0.228548
1 372 -0.463049 -0.155777
0 373 -0.289651 -0.217985
1 373 -0.397034 -0.1458
0 374 -0.265006 -0.214464
1 374 -0.372389 -0.142279
0 261 -0.314297 -0.207421
0 375 -0.309015 -0.200379
1 375 -0.417572 -0.129368
0 376 -0.298453 -0.161646
1 376 -0.402316 -0.0929826
0 377 -0.298453 -0.154603
1 377 -0.404076 -0.0859402
0 268 -0.354785 -0.149322
0 378 0.440906 -0.149322
1 378 0.304183 -0.0736161
0 379 0.442667 -0.1458
1 379 0.305357 -0.0700949
0 380 -0.358306 -0.138758
1 380 -0.458648 -0.0718554
0 381 0.472593 -0.136997
1 381 0.335284 -0.0612919
0 275 0.432104 -0.133476
0 382 0.447948 -0.133476
1 382 0.310638 -0.0595313
0 383 0.446187 -0.128194
1 383 0.308878 -0.0524889
0 278 0.477874 -0.126434
0 384 0.435625 -0.124673
1 384 0.300076 -0.0489677
0 385 0.481395 -0.117631
1 385 0.342325 -0.0419253
0 282 0.344085 -0.11587
0 386 0.430344 -0.11587
1 386 0.296555 -0.0419253
0 387 0.449708 -0.11411
1 387 0.314159 -0.0401648
0 388 -0.360066 -0.112349
1 388 -0.463929 -0.0472071
0 389 -0.360066 -0.107067
1 389 -0.462168 -0.0419253
0 390 0.474353 -0.107067
1 390 0.337044 -0.0313618
0 391 0.50252 -0.103546
1 391 0.36697 -0.0296012
0 392 -0.344223 -0.101786
1 392 -0.446325 -0.0366436
0 393 0.486676 -0.101786
1 393 0.347606 -0.0285448
0 394 0.493718 -0.100025
1 394 0.358168 -0.02608
0 395 0.511322 -0.0982644
1 395 0.375068 -0.0264321
0 396 -0.361827 -0.0965038
1 396 -0.463929 -0.0313618
0 397 0.497239 -0.0965038
1 397 0.359929 -0.0225588
0 398 -0.0924887 -0.0947431
1 398 -0.208674 -0.0278406
0 296 0.453229 -0.0929826
0 399 0.425063 -0.091222
1 399 0.291274 -0.0172771
0 400 0.45851 -0.091222
1 400 0.322961 -0.0190376
0 299 0.463791 -0.091222
0 296 0.453229 -0.0894614
0 401 0.433865 -0.0859402
1 401 0.300076 -0.0155165
0 303 0.45675 -0.0859402
0 402 0.483155 -0.0859402
1 402 0.345846 -0.0155165
0 403 0.490197 -0.0859402
1 403 0.354061 -0.0105281
0 301 0.498999 -0.0859402
0 191 0.50428 -0.0841796
0 404 -0.338942 -0.082419
1 404 -0.441044 -0.0190376
0 405 0.421542 -0.082419
1 405 0.287753 -0.0119953
0 406 0.428584 -0.082419
1 406 0.293034 -0.0102347
0 407 0.447948 -0.082419
1 407 0.312399 -0.0102347
0 308 0.462031 -0.082419
0 403 0.490197 -0.082419
0 408 -0.344223 -0.0806584
1 408 -0.446325 -0.0172771
0 409 0.437386 -0.0806584
1 409 0.303597 -0.00847408
0 410 0.484916 -0.0806584
1 410 0.347606 -0.00671349
0 311 0.463791 -0.0788978
0 411 0.451469 -0.073616
1 411 0.315919 -0.00143172
